Codigo Cliente,Mensualidad,antiguedad_meses,ti_cod,megas_cod,municipio_cod,metodo_pago_cod,n_meses_activos,n_pagos_ok,n_moras_historicas,tasa_mora_historica,es_moroso,moras_ult_3_meses,moras_ult_6_meses,racha_limpia_final,dia_prom_pago_ult12,objetivo_mora_ultimo_mes
357,100.0,6.5375,0,0,4,0,7,7,0,0.0,0,0,0,7,12.5714,0
358,100.0,50.5256,0,0,4,1,51,51,0,0.0,0,0,0,51,7.9167,0
359,100.0,7.5558,0,0,4,0,7,7,0,0.0,0,0,0,7,10.7143,0
360,80.0,71.5177,0,0,4,1,71,70,1,0.0141,1,0,0,60,15.3333,0
361,100.0,38.502,0,0,4,0,38,38,0,0.0,0,0,0,38,16.2727,0
362,100.0,30.5191,0,0,4,0,30,29,1,0.0333,1,1,1,0,15.1,0
363,80.0,18.4954,0,0,4,0,18,18,0,0.0,0,0,0,18,14.7273,0
364,100.0,63.502,0,0,4,0,64,64,0,0.0,0,0,0,64,6.6,0
365,100.0,7.523,0,0,4,1,7,6,1,0.1429,1,1,1,0,17.7143,0
366,100.0,38.502,0,0,4,0,37,36,1,0.027,1,0,0,16,19.6364,0
367,100.0,15.5059,0,0,4,0,15,14,1,0.0667,1,1,1,0,20.5455,0
368,100.0,41.5243,0,0,4,0,41,41,0,0.0,0,0,0,41,11.5,0
369,70.0,62.4836,0,0,4,0,59,59,0,0.0,0,0,0,23,17.3333,0
370,150.0,29.5335,1,2,4,0,29,29,0,0.0,0,0,0,29,15.6364,0
371,150.0,2.4967,0,2,3,0,3,3,0,0.0,0,0,0,3,13.3333,0
372,100.0,36.5309,0,0,4,0,36,36,0,0.0,0,0,0,36,19.2,0
373,180.0,31.5046,0,2,4,0,32,32,0,0.0,0,0,0,32,10.9167,0
374,100.0,21.4849,0,0,4,0,22,21,1,0.0455,1,1,1,0,21.2727,0
375,100.0,22.5033,0,0,4,1,22,22,0,0.0,0,0,0,22,17.0,0
376,100.0,11.498,0,0,4,0,12,12,0,0.0,0,0,0,12,13.8333,0
377,100.0,11.498,0,0,4,1,11,11,0,0.0,0,0,0,11,19.1818,0
378,100.0,4.4678,0,0,4,0,4,4,0,0.0,0,0,0,4,17.0,0
379,100.0,17.477,0,0,3,1,17,17,0,0.0,0,0,0,17,14.4545,0
380,80.0,70.4993,0,0,4,0,70,70,0,0.0,0,0,0,54,5.25,0
381,100.0,3.4823,0,0,4,0,3,3,0,0.0,0,0,0,3,15.6667,0
382,100.0,32.523,0,0,4,1,32,32,0,0.0,0,0,0,32,7.0,0
383,100.0,27.0368,0,0,4,0,26,26,0,0.0,0,0,0,26,13.5455,0
384,100.0,5.4862,0,0,4,1,5,5,0,0.0,0,0,0,5,16.0,0
385,100.0,70.7622,0,0,4,0,70,70,0,0.0,0,0,0,70,16.6364,0
386,100.0,36.5309,0,0,4,0,36,36,0,0.0,0,0,0,36,14.3636,0
387,100.0,53.4823,0,0,4,1,54,54,0,0.0,0,0,0,54,9.0,0
388,100.0,17.477,0,0,3,1,17,17,0,0.0,0,0,0,17,14.4545,0
389,100.0,75.0986,0,0,4,0,74,74,0,0.0,0,0,0,34,17.2727,0
390,100.0,11.498,0,0,4,0,11,11,0,0.0,0,0,0,11,14.3636,0
391,100.0,25.4599,0,0,4,0,25,25,0,0.0,0,0,0,25,20.1818,0
392,80.0,25.4599,0,0,4,0,25,25,0,0.0,0,0,0,25,15.0,0
393,100.0,4.4678,0,0,4,0,4,4,0,0.0,0,0,0,4,18.0,0
394,100.0,40.4731,0,0,4,0,41,41,0,0.0,0,0,0,41,11.0,0
395,100.0,2.4639,0,0,3,2,2,2,0,0.0,0,0,0,2,17.5,0
396,100.0,14.4547,0,0,4,1,14,14,0,0.0,0,0,0,14,14.4545,0
397,100.0,53.4823,0,0,4,0,51,51,0,0.0,0,0,0,28,19.4545,0
398,100.0,1.4455,0,0,4,2,1,1,0,0.0,0,0,0,1,15.0,0
399,100.0,0.6899,0,0,4,0,1,1,0,0.0,0,0,0,1,13.0,0
400,100.0,16.4586,0,0,6,0,30,30,0,0.0,0,0,0,30,16.0,0
401,100.0,62.4507,0,0,4,0,62,62,0,0.0,0,0,0,62,18.0909,0
402,80.0,61.4323,0,0,5,0,61,61,0,0.0,0,0,0,61,16.5455,0
403,100.0,53.4823,0,0,4,0,53,53,0,0.0,0,0,0,53,21.9091,0
404,100.0,30.4534,0,0,4,0,30,30,0,0.0,0,0,0,30,16.0909,0
405,100.0,2.431,0,0,4,2,2,2,0,0.0,0,0,0,2,16.5,0
406,100.0,5.4534,0,0,4,1,5,5,0,0.0,0,0,0,5,17.2,0
407,100.0,15.4402,0,0,4,0,15,15,0,0.0,0,0,0,15,16.0909,0
408,100.0,11.4652,0,0,4,0,11,11,0,0.0,0,0,0,11,18.4545,0
409,80.0,30.4534,0,0,4,0,29,29,0,0.0,0,0,0,29,12.7273,0
410,100.0,66.4258,0,0,4,0,66,65,1,0.0152,1,1,1,0,14.6364,0
411,100.0,60.4796,1,0,6,0,60,59,1,0.0167,1,1,1,0,22.6364,0
412,250.0,85.4139,1,4,3,1,85,85,0,0.0,0,0,0,0,6.25,0
413,150.0,40.3745,1,2,3,1,38,38,0,0.0,0,0,0,0,6.25,0
414,100.0,0.887,0,0,4,0,8,8,0,0.0,0,0,0,8,15.8571,0
415,100.0,65.4402,0,0,4,0,66,66,0,0.0,0,0,0,66,18.3333,0
416,100.0,11.9251,0,0,4,0,11,11,0,0.0,0,0,0,11,16.9091,0
417,100.0,8.4757,0,0,4,1,8,8,0,0.0,0,0,0,8,16.0,0
418,100.0,1.4126,0,0,4,2,1,1,0,0.0,0,0,0,1,16.0,0
419,100.0,26.4455,0,0,4,0,26,26,0,0.0,0,0,0,26,16.2727,0
420,100.0,60.6439,0,0,4,0,58,58,0,0.0,0,0,0,26,16.6364,0
421,100.0,9.4612,0,0,4,1,9,9,0,0.0,0,0,0,9,16.0,0
422,100.0,3.4494,0,0,4,0,3,3,0,0.0,0,0,0,3,16.3333,0
423,100.0,1.4126,0,0,4,2,1,1,0,0.0,0,0,0,1,16.0,0
424,100.0,2.431,0,0,4,2,2,2,0,0.0,0,0,0,2,17.0,0
425,100.0,70.4665,0,0,4,0,70,70,0,0.0,0,0,0,70,19.6364,0
426,100.0,3.4494,0,0,4,0,4,4,0,0.0,0,0,0,4,16.75,0
427,100.0,8.4757,0,0,4,1,8,8,0,0.0,0,0,0,8,16.0,0
428,100.0,45.4665,0,0,4,0,45,45,0,0.0,0,0,0,45,17.2727,0
429,100.0,26.4455,0,0,4,0,26,26,0,0.0,0,0,0,26,18.2727,0
430,100.0,10.4796,0,0,4,0,11,11,0,0.0,0,0,0,11,10.1818,0
431,100.0,79.435,0,0,3,0,79,79,0,0.0,0,0,0,79,17.6364,0
432,80.0,2.8909,0,0,3,0,2,2,0,0.0,0,0,0,2,9.5,0
433,100.0,31.4389,0,0,4,1,31,31,0,0.0,0,0,0,31,16.7273,0
434,100.0,65.4074,0,0,4,0,66,66,0,0.0,0,0,0,66,13.0,0
435,80.0,3.6137,0,0,4,0,9,9,0,0.0,0,0,0,9,13.1111,0
436,100.0,1.3798,0,0,4,0,1,1,0,0.0,0,0,0,1,17.0,0
437,100.0,2.3982,0,0,4,2,2,2,0,0.0,0,0,0,2,18.0,0
438,100.0,55.4205,0,0,4,1,55,55,0,0.0,0,0,0,55,12.8182,0
439,120.0,6.406,0,1,4,0,6,6,0,0.0,0,0,0,6,16.8333,0
440,100.0,6.406,0,0,4,1,7,7,0,0.0,0,0,0,7,15.1429,0
441,100.0,1.3798,0,0,3,2,1,1,0,0.0,0,0,0,1,17.0,0
442,100.0,18.3968,0,0,4,0,18,16,2,0.1111,1,2,2,0,14.5,0
443,100.0,2.3982,0,0,3,1,3,3,0,0.0,0,0,0,3,11.0,0
444,120.0,50.3942,0,1,4,0,51,51,0,0.0,0,0,0,51,7.1667,0
445,100.0,70.138,0,0,4,1,67,65,2,0.0299,1,2,2,0,22.125,0
446,100.0,60.4468,0,0,4,0,60,60,0,0.0,0,0,0,60,17.9091,0
447,100.0,23.4231,0,0,4,0,24,24,0,0.0,0,0,0,24,14.5833,0
448,100.0,65.4074,0,0,3,0,65,65,0,0.0,0,0,0,65,20.0,0
449,100.0,46.452,0,0,4,0,46,46,0,0.0,0,0,0,46,17.8182,0
450,100.0,17.4113,0,0,4,0,17,17,0,0.0,0,0,0,17,17.7273,0
451,400.0,26.4126,1,5,4,0,26,26,0,0.0,0,0,0,0,16.8182,0
452,100.0,26.4126,1,0,4,0,26,26,0,0.0,0,0,0,0,16.8182,0
453,100.0,24.4087,0,0,4,0,24,24,0,0.0,0,0,0,0,17.0,0
454,100.0,8.41,2,0,5,0,8,8,0,0.0,0,0,0,8,18.5,0
455,100.0,14.3561,0,0,4,0,14,14,0,0.0,0,0,0,14,6.7273,0
456,100.0,18.364,0,0,4,0,19,19,0,0.0,0,0,0,19,9.1667,0
457,100.0,16.3601,2,0,4,1,16,16,0,0.0,0,0,0,16,18.0,0
458,100.0,4.3693,0,0,4,0,4,4,0,0.0,0,0,0,4,18.5,0
459,100.0,14.3561,0,0,4,0,14,14,0,0.0,0,0,0,14,17.2727,0
460,100.0,6.3732,0,0,2,0,6,6,0,0.0,0,0,0,6,20.8333,0
461,100.0,31.406,0,0,4,0,31,31,0,0.0,0,0,0,0,17.4545,0
462,100.0,45.4008,0,0,4,0,42,42,0,0.0,0,0,0,10,21.9,0
463,100.0,62.3522,0,0,4,0,62,62,0,0.0,0,0,0,62,21.9091,0
464,80.0,40.3745,0,0,4,2,39,37,2,0.0513,1,2,2,0,21.7273,0
465,100.0,38.3706,0,0,4,0,38,38,0,0.0,0,0,0,38,6.4545,0
466,100.0,1.3469,0,0,4,1,1,1,0,0.0,0,0,0,1,9.0,0
467,100.0,31.406,0,0,4,0,30,30,0,0.0,0,0,0,30,23.8182,0
468,100.0,26.4126,0,0,3,0,10,10,0,0.0,0,0,0,10,20.3,0
469,100.0,26.3798,0,0,4,0,26,26,0,0.0,0,0,0,26,21.4545,0
470,100.0,51.3798,0,0,4,0,51,51,0,0.0,0,0,0,51,18.5455,0
471,100.0,6.3732,0,0,4,0,6,6,0,0.0,0,0,0,6,19.5,0
472,100.0,9.3955,0,0,4,0,9,8,1,0.1111,1,1,1,0,22.5556,0
473,100.0,67.3784,0,0,4,0,67,67,0,0.0,0,0,0,67,19.3636,0
474,100.0,12.4179,0,0,4,0,13,13,0,0.0,0,0,0,13,17.1818,0
475,100.0,68.3968,0,0,4,0,68,68,0,0.0,0,0,0,68,25.4545,0
476,100.0,67.8055,0,0,4,1,67,67,0,0.0,0,0,0,67,18.4545,0
477,100.0,9.3955,0,0,4,1,9,9,0,0.0,0,0,0,9,18.3333,0
478,100.0,1.3469,0,0,4,2,1,1,0,0.0,0,0,0,1,18.0,0
479,100.0,23.3903,1,0,4,0,23,23,0,0.0,0,0,0,0,18.6364,0
480,100.0,1.3469,0,0,4,2,1,1,0,0.0,0,0,0,1,18.0,0
481,100.0,15.3745,0,0,3,1,15,15,0,0.0,0,0,0,15,18.1818,0
482,100.0,60.4139,0,0,4,1,60,60,0,0.0,0,0,0,60,21.9091,0
483,80.0,22.4047,0,0,4,1,22,22,0,0.0,0,0,0,4,12.4545,0
484,100.0,34.4284,0,0,3,0,34,34,0,0.0,0,0,0,34,17.3636,0
485,120.0,85.3482,0,2,3,0,85,85,0,0.0,0,0,0,0,24.1818,0
486,100.0,85.3482,0,0,4,1,80,80,0,0.0,0,0,0,80,18.0,0
487,100.0,13.3377,0,0,6,0,14,14,0,0.0,0,0,0,14,16.0,0
488,100.0,50.3285,0,0,3,0,50,50,0,0.0,0,0,0,50,18.0,0
489,80.0,67.3784,0,0,4,1,67,67,0,0.0,0,0,0,67,21.4545,0
490,100.0,4.3364,0,0,6,1,4,4,0,0.0,0,0,0,4,28.0,0
491,100.0,1.3141,0,0,4,0,1,1,0,0.0,0,0,0,1,19.0,0
492,180.0,25.9855,1,2,3,0,26,25,1,0.0385,1,1,1,0,21.8,0
493,100.0,29.3693,0,0,4,0,29,29,0,0.0,0,0,0,29,16.8182,0
494,100.0,46.3863,0,0,4,0,46,46,0,0.0,0,0,0,46,18.5455,0
495,100.0,4.3364,0,0,4,0,5,5,0,0.0,0,0,0,5,18.6667,0
496,100.0,4.3364,0,0,4,1,4,4,0,0.0,0,0,0,4,24.3333,0
497,100.0,13.3049,0,0,4,0,13,12,1,0.0769,1,1,1,0,20.1818,0
498,100.0,29.3693,0,0,4,0,29,29,0,0.0,0,0,0,29,17.8,0
499,100.0,52.3325,0,0,4,1,52,52,0,0.0,0,0,0,52,11.0909,0
500,100.0,23.3574,0,0,6,0,24,24,0,0.0,0,0,0,24,12.3333,0
501,100.0,27.1025,0,0,4,0,24,24,0,0.0,0,0,0,11,15.4545,0
502,100.0,1.3141,0,0,4,2,1,1,0,0.0,0,0,0,1,19.0,0
503,100.0,4.3364,0,0,6,2,4,4,0,0.0,0,0,0,4,18.0,0
504,150.0,60.3811,0,2,4,0,60,60,0,0.0,0,0,0,60,20.9091,0
505,100.0,9.3627,0,0,4,1,9,8,1,0.1111,1,1,1,0,12.3333,0
506,100.0,1.3141,0,0,4,2,1,1,0,0.0,0,0,0,1,19.0,0
507,100.0,38.3377,0,0,4,0,38,38,0,0.0,0,0,0,38,18.8182,0
508,180.0,8.3771,1,3,3,0,8,8,0,0.0,0,0,0,8,19.5,0
509,100.0,15.3417,1,0,4,1,15,15,0,0.0,0,0,0,15,17.6364,0
510,120.0,18.3311,1,3,4,0,18,18,0,0.0,0,0,0,18,17.5455,0
511,100.0,26.3469,0,0,3,0,27,27,0,0.0,0,0,0,27,7.5,0
512,80.0,2.3325,0,0,4,2,3,3,0,0.0,0,0,0,3,12.0,0
513,80.0,9.8226,0,0,0,0,10,10,0,0.0,0,0,0,10,9.7,0
514,100.0,63.3377,0,0,4,0,64,64,0,0.0,0,0,0,64,10.9167,0
515,100.0,46.3863,0,0,4,1,46,46,0,0.0,0,0,0,46,21.6,0
516,100.0,8.3771,0,0,4,0,8,8,0,0.0,0,0,0,8,22.1429,0
517,100.0,1.2812,0,0,4,0,1,1,0,0.0,0,0,0,1,5.0,0
518,100.0,10.3482,0,0,4,0,10,10,0,0.0,0,0,0,10,20.9,0
519,100.0,71.3206,0,0,4,0,71,71,0,0.0,0,0,0,71,24.2727,0
520,100.0,30.8147,0,0,4,0,30,30,0,0.0,0,0,0,30,10.6364,0
521,100.0,23.3903,0,0,4,0,24,24,0,0.0,0,0,0,24,14.9091,0
522,50.0,14.2904,0,0,4,0,2,2,0,0.0,0,0,0,2,9.0,0
523,100.0,34.3627,0,0,4,1,34,34,0,0.0,0,0,0,34,21.2727,0
524,100.0,26.4126,0,0,4,1,14,14,0,0.0,0,0,0,10,20.0909,0
525,100.0,67.3127,0,0,4,0,67,67,0,0.0,0,0,0,67,12.7273,0
526,80.0,26.8725,0,0,4,1,27,27,0,0.0,0,0,0,27,13.9167,0
